,Name,Address,Latitude,Longitude
28,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
29,Peri Peri Original Chesham,"20 Market Square, Chesham HP5 1ES, UK",51.7038902,-0.6135678
30,Favorite Chicken & Ribs,"13 Victoria Rd, Ruislip HA4 9AA, UK",51.5734435,-0.4129493
31,Tams Peri Peri Chicken,"78 Joel St, Northwood HA6 1LL, UK",51.599605,-0.410066
32,Harry's Grill & Kebabs,"121 Lawn Ln, Hemel Hempstead HP3 9HS, UK",51.7419805,-0.4688037
33,Lawn Lane Peri Peri Original,"32 Lawn Ln, Hemel Hempstead HP3 9HL, UK",51.74475839999999,-0.472008
34,The Mallard Harvester,"507 London Rd, Hemel Hempstead HP3 9BQ, UK",51.742769,-0.4895009999999999
35,KFC,"138-140 St Albans Rd, Watford WD24 4FT, UK",51.6686261,-0.3976454
36,Two Brewers,"The Common, Chipperfield WD4 9BS, UK",51.70380850000001,-0.4912028
37,Kam’s Chicken and Pizza,"158 Harwoods Rd, Watford WD18 7RN, UK",51.6526255,-0.4076309
38,"Southern Fried Chicken, Pizza & Curries","41 High St S, Dunstable LU6 3RZ, UK",51.8848765,-0.5191598
39,Peri Peri Original Hemel Hempstead Marlowes,"148 Marlowes, Hemel Hempstead HP1 1EZ, UK",51.75293199999999,-0.472594
40,Crazy Fried Chicken,"93 Marlowes, Hemel Hempstead HP1 1LF, UK",51.7531038,-0.4721535
41,Favorite Chicken,"22 London Rd, Hemel Hempstead HP3 9SB, UK",51.7375059,-0.4685529
42,Kebab Point Pizza & Fried Chicken,"16 High St, Hemel Hempstead HP1 3AE, UK",51.75786040000001,-0.4721505
43,Frango Peri Peri,"350 St Albans Rd, Watford WD24 6PQ, UK",51.6749433,-0.3965133
44,Rio's Piri Piri,"144 St Albans Rd, Watford WD24 4FT, UK",51.6688348,-0.3977257
45,Pepe's Piri Piri,"81 Whippendell Rd, Watford WD18 7LY, UK",51.6544333,-0.4057854
46,Sam's Chicken,"172 St Albans Rd, Watford WD24 4AS, UK",51.6697166,-0.3973411000000001
47,Roosters Piri Piri,"38b High St, Watford WD17 2BS, UK",51.6566026,-0.3981537
48,KFC,"138-140 St Albans Rd, Watford WD24 4FT, UK",51.6686261,-0.3976454
49,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
50,KFC,"130-134 Hemel Hempstead The, Marlowes, Hemel Hempstead HP1 1EZ, United Kingdom",51.7533355,-0.4725853
51,Kam’s Chicken and Pizza,"158 Harwoods Rd, Watford WD18 7RN, UK",51.6526255,-0.4076309
52,Favorite Chicken & Ribs,"13 Victoria Rd, Ruislip HA4 9AA, UK",51.5734435,-0.4129493
53,Pin Wei Restaurant,"35 High St, Abbots Langley WD5 0AA, UK",51.706987,-0.416355
54,Pepe's Piri Piri Northwood,"Unit 3 Old's Cl, Northwood, Watford WD18 9RU, UK",51.6387505,-0.4408781
55,Tams Peri Peri Chicken,"78 Joel St, Northwood HA6 1LL, UK",51.599605,-0.410066
56,Harry's Grill & Kebabs,"121 Lawn Ln, Hemel Hempstead HP3 9HS, UK",51.7419805,-0.4688037
57,Pepe's Piri Piri Rickmansworth,"139 Uxbridge Rd, Rickmansworth WD3 7DW, UK",51.6359879,-0.48387
58,Pepe's Piri Piri,"245 Station Rd, Harrow HA1 2TB, UK",51.583229,-0.3319053
59,Lawn Lane Peri Peri Original,"32 Lawn Ln, Hemel Hempstead HP3 9HL, UK",51.74475839999999,-0.472008
60,Lighthouse Fish and Chips,"18 School Mead, Abbots Langley WD5 0LA, UK",51.69836799999999,-0.4253736
61,Frango Peri Peri,"350 St Albans Rd, Watford WD24 6PQ, UK",51.6749433,-0.3965133
62,The Swan,"College Rd, Abbots Langley WD5 0NR, UK",51.7029395,-0.4089059
63,Pin Wei Restaurant,"35 High St, Abbots Langley WD5 0AA, UK",51.706987,-0.416355
64,Crazy Fried Chicken,"93 Marlowes, Hemel Hempstead HP1 1LF, UK",51.7531038,-0.4721535
65,Sam's Chicken,"172 St Albans Rd, Watford WD24 4AS, UK",51.6697166,-0.3973411000000001
66,Favorite Chicken,"22 London Rd, Hemel Hempstead HP3 9SB, UK",51.7375059,-0.4685529
67,Harvester Garston,"N Orbital Rd St Albans Rd, Watford WD25 0LL, UK",51.6945601,-0.3855546
68,KFC,"138-140 St Albans Rd, Watford WD24 4FT, UK",51.6686261,-0.3976454
69,Hunton Spice Kings Langley,"5A Old Mill Rd, Sarratt, Kings Langley WD4 8RD, UK",51.69330420000001,-0.4340432
70,Pepe's Piri Piri,"81 Whippendell Rd, Watford WD18 7LY, UK",51.6544333,-0.4057854
71,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
72,Kebab Point Pizza & Fried Chicken,"16 High St, Hemel Hempstead HP1 3AE, UK",51.75786040000001,-0.4721505
73,Roosters Piri Piri,"38b High St, Watford WD17 2BS, UK",51.6566026,-0.3981537
74,Chiquito,"Woodside Leisure Park, Watford WD25 7JZ, UK",51.69187789999999,-0.3944939
75,Kam’s Chicken and Pizza,"158 Harwoods Rd, Watford WD18 7RN, UK",51.6526255,-0.4076309
76,The Essex Arms,"Langley Way, Watford WD17 3EG, UK",51.6676383,-0.4180551
77,Maeme's Watford,"8 Clarendon Rd, Watford WD17 1DY, UK",51.6569431,-0.3974914
78,Wenzel's the Bakers,"249 St Albans Rd, Watford WD24 5SD, UK",51.6712491,-0.396909
79,The Paper Mill,"Stationers Pl, Hemel Hempstead HP3 9RH, UK",51.7336396,-0.4617097
80,Frango Peri Peri,"350 St Albans Rd, Watford WD24 6PQ, UK",51.6749433,-0.3965133
81,Mayflower,"81A Old Watford Rd, Bricket Wood, St Albans AL2 3UN, UK",51.70907709999999,-0.3782123
82,Sam's Chicken,"172 St Albans Rd, Watford WD24 4AS, UK",51.6697166,-0.3973411000000001
83,Rio's Piri Piri,"144 St Albans Rd, Watford WD24 4FT, UK",51.6688348,-0.3977257
84,Chiqizza,"132 The Gossamers, Watford WD25 9AD, UK",51.6812713,-0.3798036
85,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
86,KFC,"138-140 St Albans Rd, Watford WD24 4FT, UK",51.6686261,-0.3976454
87,Waterfront Takeaway,"13 Garston Park Parade, Watford WD25 9LQ, UK",51.689593,-0.385675
88,Pepe's Piri Piri,"81 Whippendell Rd, Watford WD18 7LY, UK",51.6544333,-0.4057854
89,Roosters Piri Piri,"38b High St, Watford WD17 2BS, UK",51.6566026,-0.3981537
90,Crazy Fried Chicken,"93 Marlowes, Hemel Hempstead HP1 1LF, UK",51.7531038,-0.4721535
91,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
92,Zax Piri Piri,"131 Vicarage Rd, Watford WD18 0HA, UK",51.6499453,-0.4042101
93,Kam’s Chicken and Pizza,"158 Harwoods Rd, Watford WD18 7RN, UK",51.6526255,-0.4076309
94,"Saffron House Watford, Indian","113 Courtlands Dr, Watford WD17 4HZ, UK",51.682268,-0.4187079
95,Maeme's Watford,"8 Clarendon Rd, Watford WD17 1DY, UK",51.6569431,-0.3974914
96,Kebab Point Pizza & Fried Chicken,"16 High St, Hemel Hempstead HP1 3AE, UK",51.75786040000001,-0.4721505
97,Favorite Chicken & Ribs,"38 The Common, Hatfield AL10 0LU, UK",51.7626932,-0.2304925
98,Favorite Chicken,"22 London Rd, Hemel Hempstead HP3 9SB, UK",51.7375059,-0.4685529
99,Wenzel's the Bakers,"249 St Albans Rd, Watford WD24 5SD, UK",51.6712491,-0.396909
100,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
101,Frango Peri Peri,"350 St Albans Rd, Watford WD24 6PQ, UK",51.6749433,-0.3965133
102,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
103,Sam's Chicken,"172 St Albans Rd, Watford WD24 4AS, UK",51.6697166,-0.3973411000000001
104,The chicken shop,"63 Hatfield Rd, St Albans AL1 4JD, UK",51.7518876,-0.3218155
105,Favorite Chicken & Ribs,"38 The Common, Hatfield AL10 0LU, UK",51.7626932,-0.2304925
106,KFC,"138-140 St Albans Rd, Watford WD24 4FT, UK",51.6686261,-0.3976454
107,Crazy Fried Chicken,"93 Marlowes, Hemel Hempstead HP1 1LF, UK",51.7531038,-0.4721535
108,H & H kebab,"150 London Rd, St Albans AL1 1PQ, UK",51.7484594,-0.3332029
109,Sam's Chicken,"43 Shenley Rd, Borehamwood WD6 1AE, UK",51.655055,-0.2775979
110,Hardies Fried Chicken and Peri Peri Chicken,"1 Station Rd, Wood Green, London N22 6UX, UK",51.597057,-0.1103055
111,Peri Peri Original,"32 Shenley Rd, Borehamwood WD6 1DR, UK",51.65448,-0.278142
112,Fancy Chicken 'N' Pizza,"228, 226 Preston Rd, Wembley HA9 8PB, UK",51.57131099999999,-0.294591
113,Western Fried Chicken,"7-8 Parkhouse Ct, Hatfield AL10 9RD, UK",51.763652,-0.2413485
114,KFC,"177 Shenley Rd, Borehamwood WD6 1AG, UK",51.6573573,-0.2730512
115,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258
116,Kebab Point Pizza & Fried Chicken,"16 High St, Hemel Hempstead HP1 3AE, UK",51.75786040000001,-0.4721505
117,Southern Fried Chicken,"65 Salusbury Rd, Kilburn, London NW6 6NJ, UK",51.535075,-0.204742
118,Coqfighter Shoreditch,"Unit 42-43 Boxpark, 10 Bethnal Green Rd, London E1 6GY, United Kingdom",51.5234799,-0.0765729
119,Harpers Kebab Fish and Chips,"63 Russet Dr, St Albans AL4 0AZ, UK",51.7447044,-0.3015795
120,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
121,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
122,Sam's Chicken,"43 Shenley Rd, Borehamwood WD6 1AE, UK",51.655055,-0.2775979
123,Favorite Chicken & Ribs,"38 The Common, Hatfield AL10 0LU, UK",51.7626932,-0.2304925
124,The chicken shop,"63 Hatfield Rd, St Albans AL1 4JD, UK",51.7518876,-0.3218155
125,Peri Peri Original,"32 Shenley Rd, Borehamwood WD6 1DR, UK",51.65448,-0.278142
126,KFC,"177 Shenley Rd, Borehamwood WD6 1AG, UK",51.6573573,-0.2730512
127,Hardies Fried Chicken and Peri Peri Chicken,"1 Station Rd, Wood Green, London N22 6UX, UK",51.597057,-0.1103055
128,Frango Peri Peri,"350 St Albans Rd, Watford WD24 6PQ, UK",51.6749433,-0.3965133
129,Western Fried Chicken,"7-8 Parkhouse Ct, Hatfield AL10 9RD, UK",51.763652,-0.2413485
130,Champs American Fried Chicken,"22 Church Hill Rd, London, Barnet EN4 8TB, UK",51.6414478,-0.162859
131,Fancy Chicken 'N' Pizza,"228, 226 Preston Rd, Wembley HA9 8PB, UK",51.57131099999999,-0.294591
132,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258
133,H & H kebab,"150 London Rd, St Albans AL1 1PQ, UK",51.7484594,-0.3332029
134,Southern Fried Chicken,"65 Salusbury Rd, Kilburn, London NW6 6NJ, UK",51.535075,-0.204742
135,Chicken Express,"274 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564352,-0.104811
136,Abi's Pizza & Fried Chicken,"88 Seven Sisters Rd, London N7 6AE, UK",51.5594544,-0.1161101
137,Coqfighter Shoreditch,"Unit 42-43 Boxpark, 10 Bethnal Green Rd, London E1 6GY, United Kingdom",51.5234799,-0.0765729
138,Favorite Chicken & Ribs,"princes parade, 1, Potters Bar EN6 5AE, United Kingdom",51.6934304,-0.1785447
139,Harpers Kebab Fish and Chips,"63 Russet Dr, St Albans AL4 0AZ, UK",51.7447044,-0.3015795
140,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
141,Sam's Chicken,"43 Shenley Rd, Borehamwood WD6 1AE, UK",51.655055,-0.2775979
142,Favorite Chicken & Ribs,"38 The Common, Hatfield AL10 0LU, UK",51.7626932,-0.2304925
143,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
144,Peri Peri Original,"32 Shenley Rd, Borehamwood WD6 1DR, UK",51.65448,-0.278142
145,KFC,"177 Shenley Rd, Borehamwood WD6 1AG, UK",51.6573573,-0.2730512
146,Champs American Fried Chicken,"22 Church Hill Rd, London, Barnet EN4 8TB, UK",51.6414478,-0.162859
147,Western Fried Chicken,"7-8 Parkhouse Ct, Hatfield AL10 9RD, UK",51.763652,-0.2413485
148,Red Rooster Fried Chicken,"113 The Broadway, Mill Hill, London NW7 3TG, UK",51.61582199999999,-0.2452625
149,Favorite Chicken & Ribs,"princes parade, 1, Potters Bar EN6 5AE, United Kingdom",51.6934304,-0.1785447
150,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258
151,Chicken Express,"274 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564352,-0.104811
152,Southern Fried Chicken,"65 Salusbury Rd, Kilburn, London NW6 6NJ, UK",51.535075,-0.204742
153,Abi's Pizza & Fried Chicken,"88 Seven Sisters Rd, London N7 6AE, UK",51.5594544,-0.1161101
154,Millenium Fried Chicken,"13 Church Rd, Hendon, London NW4 4EB, UK",51.589875,-0.2258365
155,Tennesee Fried Chicken,"44 Stroud Green Rd, Finsbury Park, London N4 3ES, UK",51.5671609,-0.1081184
156,Pepe's Piri Piri,"245 Station Rd, Harrow HA1 2TB, UK",51.583229,-0.3319053
157,Kandy Fried Chicken & Pizza,"59 Green Lanes, London N13 4TD, UK",51.6100246,-0.1100225
158,The chicken shop,"63 Hatfield Rd, St Albans AL1 4JD, UK",51.7518876,-0.3218155
159,Coqfighter Shoreditch,"Unit 42-43 Boxpark, 10 Bethnal Green Rd, London E1 6GY, United Kingdom",51.5234799,-0.0765729
160,Favorite Chicken & Ribs,"princes parade, 1, Potters Bar EN6 5AE, United Kingdom",51.6934304,-0.1785447
161,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
162,Champs American Fried Chicken,"22 Church Hill Rd, London, Barnet EN4 8TB, UK",51.6414478,-0.162859
163,Sam's Chicken,"43 Shenley Rd, Borehamwood WD6 1AE, UK",51.655055,-0.2775979
164,Tennessee Fried Chicken,"590 Hertford Rd, Enfield EN3 5SX, UK",51.6694044,-0.0413896
165,Peri Peri Original,"32 Shenley Rd, Borehamwood WD6 1DR, UK",51.65448,-0.278142
166,H&H Fried Chicken and Kebabs,"155 Victoria St, St Albans AL1 3TA, UK",51.75041,-0.328221
167,Western Fried Chicken,"7-8 Parkhouse Ct, Hatfield AL10 9RD, UK",51.763652,-0.2413485
168,KFC,"133-135 High St, Barnet EN5 5UZ, UK",51.6558253,-0.2020704
169,Favorite Chicken & Ribs,"38 The Common, Hatfield AL10 0LU, UK",51.7626932,-0.2304925
170,KFC,"177 Shenley Rd, Borehamwood WD6 1AG, UK",51.6573573,-0.2730512
171,Kandy Fried Chicken & Pizza,"59 Green Lanes, London N13 4TD, UK",51.6100246,-0.1100225
172,Chicken Express,"274 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564352,-0.104811
173,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258
174,Aksular Restaurant Potters Bar,"140 Darkes Ln, Potters Bar EN6 1AF, UK",51.69886229999999,-0.1907463
175,Red Rooster Fried Chicken,"113 The Broadway, Mill Hill, London NW7 3TG, UK",51.61582199999999,-0.2452625
176,Tennesee Fried Chicken,"44 Stroud Green Rd, Finsbury Park, London N4 3ES, UK",51.5671609,-0.1081184
177,Abi's Pizza & Fried Chicken,"88 Seven Sisters Rd, London N7 6AE, UK",51.5594544,-0.1161101
178,RJ's Chicken Hut,"92 E Barnet Rd, New Barnet, London, Barnet EN4 8RQ, UK",51.6491875,-0.1701622
179,Coqfighter Shoreditch,"Unit 42-43 Boxpark, 10 Bethnal Green Rd, London E1 6GY, United Kingdom",51.5234799,-0.0765729
180,Favorite Chicken & Ribs,"princes parade, 1, Potters Bar EN6 5AE, United Kingdom",51.6934304,-0.1785447
181,The Oakmere House Harvester,"High St, Potters Bar EN6 5BT, UK",51.696895,-0.174446
182,Buffett Palace,"33 High St, Potters Bar EN6 5AJ, UK",51.6936097,-0.1778881
183,Aksular Restaurant Potters Bar,"140 Darkes Ln, Potters Bar EN6 1AF, UK",51.69886229999999,-0.1907463
184,Potty Pancakes,"2 Barnet Rd, Potters Bar EN6 2QS, UK",51.6920647,-0.17856
185,China Style,"18 Barnet Rd, Potters Bar EN6 2QS, UK",51.6914481,-0.178557
186,Champs American Fried Chicken,"22 Church Hill Rd, London, Barnet EN4 8TB, UK",51.6414478,-0.162859
187,Tennessee Fried Chicken,"590 Hertford Rd, Enfield EN3 5SX, UK",51.6694044,-0.0413896
188,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
189,Favorite Chicken & Ribs,"38 The Common, Hatfield AL10 0LU, UK",51.7626932,-0.2304925
190,Chaseside Takeaway,"98 Lancaster Rd, Enfield EN2 0BX, UK",51.66396899999999,-0.081282
191,The Grill Cottage - Peri Peri & Charcoal Grill,"The Broadway, 13 Mutton Ln, Potters Bar EN6 2HU, United Kingdom",51.695125,-0.193162
192,RJ's Chicken Hut,"92 E Barnet Rd, New Barnet, London, Barnet EN4 8RQ, UK",51.6491875,-0.1701622
193,Favorite Chicken & Ribs,"100 Turners Hill, Cheshunt, Waltham Cross EN8 9BN, UK",51.7027438,-0.0342847
194,Tasty Chicken & Pizza,"585 Hertford Rd, Enfield EN3 5UL, UK",51.670507,-0.040638
195,Kandy Fried Chicken & Pizza,"59 Green Lanes, London N13 4TD, UK",51.6100246,-0.1100225
196,Chicken Express,"274 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564352,-0.104811
197,KFC,"133-135 High St, Barnet EN5 5UZ, UK",51.6558253,-0.2020704
198,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258
199,Tennesee Fried Chicken,"44 Stroud Green Rd, Finsbury Park, London N4 3ES, UK",51.5671609,-0.1081184
200,Favorite Chicken & Ribs,"princes parade, 1, Potters Bar EN6 5AE, United Kingdom",51.6934304,-0.1785447
201,Chaseside Takeaway,"98 Lancaster Rd, Enfield EN2 0BX, UK",51.66396899999999,-0.081282
202,Tennessee Fried Chicken,"590 Hertford Rd, Enfield EN3 5SX, UK",51.6694044,-0.0413896
203,Champs American Fried Chicken,"22 Church Hill Rd, London, Barnet EN4 8TB, UK",51.6414478,-0.162859
204,Hardies Fried Chicken and Peri Peri Chicken,"1 Station Rd, Wood Green, London N22 6UX, UK",51.597057,-0.1103055
205,Tasty Chicken & Pizza,"585 Hertford Rd, Enfield EN3 5UL, UK",51.670507,-0.040638
206,County Fried Chicken & Burgers,"227 Hertford Rd, Edmonton, London N9 7ER, UK",51.6321855,-0.0548983
207,RJ's Chicken Hut,"92 E Barnet Rd, New Barnet, London, Barnet EN4 8RQ, UK",51.6491875,-0.1701622
208,Favorite Chicken & Ribs,"100 Turners Hill, Cheshunt, Waltham Cross EN8 9BN, UK",51.7027438,-0.0342847
209,Favorite Chicken & Ribs,"120 Lancaster Rd, Enfield EN2 0JW, UK",51.6638341,-0.0822729
210,Americana Fried Chicken & Burgers,"259 High St, Waltham Cross EN8 7BE, UK",51.6914734,-0.0344195
211,Kandy Fried Chicken & Pizza,"59 Green Lanes, London N13 4TD, UK",51.6100246,-0.1100225
212,Dixy Fried Chicken,"78 Watling Ave, Edgware HA8 0LU, UK",51.60203449999999,-0.2646032
213,Chicken Express,"274 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564352,-0.104811
214,Texas Fried Chicken,"1 Bridge Rd, Edmonton, London N9 0NN, UK",51.6232118,-0.06138470000000001
215,Tennesee Fried Chicken,"44 Stroud Green Rd, Finsbury Park, London N4 3ES, UK",51.5671609,-0.1081184
216,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258
217,Let's Eat Kebab And Fried Chicken,"290 Durants Rd, Enfield EN3 7AZ, UK",51.64765509999999,-0.0346901
218,Abi's Pizza & Fried Chicken,"88 Seven Sisters Rd, London N7 6AE, UK",51.5594544,-0.1161101
219,Roosters Piri Piri,"6 High Rd, Hornsey, London N22 6BX, UK",51.5908129,-0.103498
220,Tennessee Fried Chicken,"590 Hertford Rd, Enfield EN3 5SX, UK",51.6694044,-0.0413896
221,Chaseside Takeaway,"98 Lancaster Rd, Enfield EN2 0BX, UK",51.66396899999999,-0.081282
222,Favorite Chicken & Ribs,"100 Turners Hill, Cheshunt, Waltham Cross EN8 9BN, UK",51.7027438,-0.0342847
223,Tasty Chicken & Pizza,"585 Hertford Rd, Enfield EN3 5UL, UK",51.670507,-0.040638
224,Americana Fried Chicken & Burgers,"259 High St, Waltham Cross EN8 7BE, UK",51.6914734,-0.0344195
225,Morley's Fried Chicken - Enfield,"48a Church St, Enfield EN2 6AZ, UK",51.6521594,-0.084935
226,Hardies Fried Chicken and Peri Peri Chicken,"1 Station Rd, Wood Green, London N22 6UX, UK",51.597057,-0.1103055
227,County Fried Chicken & Burgers,"227 Hertford Rd, Edmonton, London N9 7ER, UK",51.6321855,-0.0548983
228,Favorite Chicken & Ribs,"120 Lancaster Rd, Enfield EN2 0JW, UK",51.6638341,-0.0822729
229,Favorite Chicken & Ribs,"princes parade, 1, Potters Bar EN6 5AE, United Kingdom",51.6934304,-0.1785447
230,Let's Eat Kebab And Fried Chicken,"290 Durants Rd, Enfield EN3 7AZ, UK",51.64765509999999,-0.0346901
231,Champs American Fried Chicken,"22 Church Hill Rd, London, Barnet EN4 8TB, UK",51.6414478,-0.162859
232,King's Flavour,"Waltham Cross EN8 7AB, United Kingdom",51.6833113,-0.0334413
233,Huckleberry Chicken,"135 Crossbrook St, Cheshunt, Waltham Cross EN8 8LY, UK",51.6970614,-0.0347759
234,The Goffs Oak,"Newgatestreet Rd, Goff's Oak, Waltham Cross EN7 5RH, UK",51.7110937,-0.08738
235,KFC,"Enfield Retail Park, Great Cambridge Rd, Enfield EN1 3FB, UK",51.65119199999999,-0.0595248
236,Texas Fried Chicken,"1 Bridge Rd, Edmonton, London N9 0NN, UK",51.6232118,-0.06138470000000001
237,Kandy Fried Chicken & Pizza,"59 Green Lanes, London N13 4TD, UK",51.6100246,-0.1100225
238,Toby Carvery Whitewebbs House,"Whitewebbs Ln, Enfield EN2 9HH, UK",51.6783607,-0.079627
239,Fes Fried Chicken LTD,"49 Bounces Rd, Edmonton, London N9 8JD, UK",51.6285454,-0.0531661
240,Favorite Chicken & Ribs,"100 Turners Hill, Cheshunt, Waltham Cross EN8 9BN, UK",51.7027438,-0.0342847
241,Tennessee Fried Chicken,"590 Hertford Rd, Enfield EN3 5SX, UK",51.6694044,-0.0413896
242,Americana Fried Chicken & Burgers,"259 High St, Waltham Cross EN8 7BE, UK",51.6914734,-0.0344195
243,Neptune Fish & Shish,"17 Cromwell Ave, Cheshunt, Waltham Cross EN7 5DJ, UK",51.7019846,-0.0504239
244,Tasty Chicken & Pizza,"585 Hertford Rd, Enfield EN3 5UL, UK",51.670507,-0.040638
245,Chaseside Takeaway,"98 Lancaster Rd, Enfield EN2 0BX, UK",51.66396899999999,-0.081282
246,Tennessee Express,"160 Ordnance Rd, Enfield EN3 6DL, UK",51.6712891,-0.0295921
247,The Fish Zone,"107 Crossbrook St, Cheshunt, Waltham Cross EN8 8LY, UK",51.6962858,-0.0348167
248,PFC,"238 High St, Enfield EN3 4EZ, UK",51.6462415,-0.0471299
249,Favorite Chicken & Ribs,"120 Lancaster Rd, Enfield EN2 0JW, UK",51.6638341,-0.0822729
250,Huckleberry Chicken,"135 Crossbrook St, Cheshunt, Waltham Cross EN8 8LY, UK",51.6970614,-0.0347759
251,Oriental Wok,"1 Turners Hill, Cheshunt, Waltham Cross EN8 8LF, UK",51.7007962,-0.034101
252,Let's Eat Kebab And Fried Chicken,"290 Durants Rd, Enfield EN3 7AZ, UK",51.64765509999999,-0.0346901
253,King Fried Chicken,"245 Green St, Enfield EN3 7SJ, UK",51.6550836,-0.0317627
