,Name,Address,Latitude,Longitude
24,Caffè Nero,"218 Marlowes, Hemel Hempstead HP1 1B, UK",51.7495785,-0.4728305
25,Costa Coffee,"243 Marlowes, Hemel Hempstead HP1 1BL, UK",51.74777599999999,-0.472355
26,Costa,"40 Lower Rd, Chorleywood, Rickmansworth WD3 5LB, UK",51.6534923,-0.519096
27,Coffee House And Deli,"Coffee House And Deli, 141 New Rd, Croxley Green, Rickmansworth WD3 3EN, UK",51.6483974,-0.4481831
28,Costa Coffee,"Unit 1 Riverside Shopping Centre, Hemel Hempstead HP1 1BT, United Kingdom",51.7474475,-0.4733936
29,Costa Coffee,"13 Chenies Parade, Little Chalfont, Amersham HP7 9PH, UK",51.6668046,-0.5639877999999999
30,Greggs,"150 Marlowes, Hemel Hempstead HP1 1BA, UK",51.75230819999999,-0.47263
31,Greggs,"203 Marlowes, Hemel Hempstead HP1 1BL, UK",51.7495229,-0.4723045
32,Smiths of London...since 1936,"Arabica House, Ebberns Rd, Hemel Hempstead HP3 9RD, UK",51.7384296,-0.4649396
33,Caffè Nero,"80 High St, Rickmansworth WD3 1AQ, UK",51.6391746,-0.470619
34,Costa,"153 High St, Rickmansworth WD3 1AR, UK",51.63912089999999,-0.4716617
35,Harris + Hoole,"47 Sycamore Rd, Amersham HP6 5EQ, UK",51.677844,-0.606492
36,Starbucks Coffee,"Hemel Hempstead, UK",51.75977169999999,-0.4383068
37,Epilepsy Society Coffee Shop,"Chesham Lane, Chalfont St Peter SL9 0RJ, United Kingdom",51.621559,-0.5514089999999999
38,Caffè Nero,"55 Sycamore Rd, Amersham HP6 5EQ, UK",51.6780251,-0.6063147
39,Caffè Nero,"100-102 High St, Watford WD17 2BW, UK",51.6548519,-0.3954443
40,Common Ground Coffee House,"1 Chapel Croft, Chipperfield, Kings Langley WD4 9DT, UK",51.7069144,-0.4891721000000001
41,Coffee House And Deli,"Langley Parade, High St, Abbots Langley WD5 0AD, UK",51.7059258,-0.4172088
42,Viento Coffee Company,"157 St Albans Rd, Watford WD24 4BD, UK",51.6678051,-0.3980367
43,Caffè Nero,"218 Marlowes, Hemel Hempstead HP1 1B, UK",51.7495785,-0.4728305
44,Costa Coffee,"243 Marlowes, Hemel Hempstead HP1 1BL, UK",51.74777599999999,-0.472355
45,Smiths of London...since 1936,"Arabica House, Ebberns Rd, Hemel Hempstead HP3 9RD, UK",51.7384296,-0.4649396
46,Coffee House And Deli,"Coffee House And Deli, 141 New Rd, Croxley Green, Rickmansworth WD3 3EN, UK",51.6483974,-0.4481831
47,Costa Coffee,"Unit 1 Riverside Shopping Centre, Hemel Hempstead HP1 1BT, United Kingdom",51.7474475,-0.4733936
48,Caffè Nero,"100-102 High St, Watford WD17 2BW, UK",51.6548519,-0.3954443
49,Costa Coffee,"19 Queen's Rd, Watford WD17 2TE, UK",51.65630849999999,-0.3949255
50,Greggs,"150 Marlowes, Hemel Hempstead HP1 1BA, UK",51.75230819999999,-0.47263
51,Greggs,"203 Marlowes, Hemel Hempstead HP1 1BL, UK",51.7495229,-0.4723045
52,Costa,"40 Lower Rd, Chorleywood, Rickmansworth WD3 5LB, UK",51.6534923,-0.519096
53,Esquires Coffee,"Watford FC Vicarage Road Stadium, Vicarage Rd, Watford WD18 0ER, United Kingdom",51.65032189999999,-0.402634
54,Starbucks Coffee,"Hemel Hempstead, UK",51.75977169999999,-0.4383068
55,Villiers Coffee House,"30A Villiers Rd, Watford WD19 4AH, UK",51.6452947,-0.3808884
56,Caffè Nero,"80 High St, Rickmansworth WD3 1AQ, UK",51.6391746,-0.470619
57,Harris + Hoole,"239-241, Lower High St, Watford WD17 2BD, UK",51.6522997,-0.3878696
58,Harris + Hoole Hemel Hempstead,"Jarman Way, Hemel Hempstead HP2 4JS, UK",51.7488888,-0.4576564
59,Starbucks Coffee,"Jarman square, Hemel Hempstead HP2 4JS, UK",51.7477591,-0.4541046999999999
60,Coffee House And Deli,"Langley Parade, High St, Abbots Langley WD5 0AD, UK",51.7059258,-0.4172088
61,Bean Here Coffee Shop,"Hempstead Rd, Sarratt, Kings Langley WD4 8QG, UK",51.685575,-0.43169
62,Fred & Ginger Coffee,"38 High St, Kings Langley WD4 9HT, UK",51.7121721,-0.4497975
63,Viento Coffee Company,"157 St Albans Rd, Watford WD24 4BD, UK",51.6678051,-0.3980367
64,The LP Cafe,"173 The Parade, Watford WD17 1NJ, UK",51.6600692,-0.4016739
65,Common Ground Coffee House,"1 Chapel Croft, Chipperfield, Kings Langley WD4 9DT, UK",51.7069144,-0.4891721000000001
66,Starbucks,"Saint Albans AL2 2AB, United Kingdom",51.7211103,-0.3627279
67,Costa Coffee,"19 Queen's Rd, Watford WD17 2TE, UK",51.65630849999999,-0.3949255
68,Coffee House And Deli,"Coffee House And Deli, 141 New Rd, Croxley Green, Rickmansworth WD3 3EN, UK",51.6483974,-0.4481831
69,Starbucks Coffee,"34-36 High St, Watford WD17 1ED, UK",51.6566813,-0.3982018
70,Caffè Nero,"100-102 High St, Watford WD17 2BW, UK",51.6548519,-0.3954443
71,Costa Coffee,"54 The Harlequin, Watford WD17 2WH, UK",51.6541386,-0.3924826
72,Esquires Coffee,"Watford FC Vicarage Road Stadium, Vicarage Rd, Watford WD18 0ER, United Kingdom",51.65032189999999,-0.402634
73,Harris + Hoole,"239-241, Lower High St, Watford WD17 2BD, UK",51.6522997,-0.3878696
74,Costa Coffee,"132 High St, Watford WD17 2EN, UK",51.6540434,-0.3939135
75,Costa Coffee,"Unit 30 The Harlequin Shopping Centre, Watford WD17 2TE, United Kingdom",51.65472459999999,-0.3933893
76,Villiers Coffee House,"30A Villiers Rd, Watford WD19 4AH, UK",51.6452947,-0.3808884
77,Caffè Nero,"218 Marlowes, Hemel Hempstead HP1 1B, UK",51.7495785,-0.4728305
78,Charlie's Coffee & Company (Shop),"87 London Rd, St Albans AL1 1LN, UK",51.7486012,-0.3329733
79,Starbucks Coffee,"Hemel Hempstead, UK",51.75977169999999,-0.4383068
80,Coffee House And Deli,"Langley Parade, High St, Abbots Langley WD5 0AD, UK",51.7059258,-0.4172088
81,Viento Coffee Company,"157 St Albans Rd, Watford WD24 4BD, UK",51.6678051,-0.3980367
82,Starbucks,"Saint Albans AL2 2AB, United Kingdom",51.7211103,-0.3627279
83,Bean Here Coffee Shop,"Hempstead Rd, Sarratt, Kings Langley WD4 8QG, UK",51.685575,-0.43169
84,The LP Cafe,"173 The Parade, Watford WD17 1NJ, UK",51.6600692,-0.4016739
85,Fresh Shop,"2 Market St, Watford WD18 0PD, UK",51.6553451,-0.3973953
86,Villiers Coffee House,"30A Villiers Rd, Watford WD19 4AH, UK",51.6452947,-0.3808884
87,AMT Coffee Watford,"Watford Junction Station, Station Rd, Watford WD17 8ET, UK",51.6637713,-0.3965952
88,WRFC BAR & COFFEE HOUSE,"Watford Rugby Club, Watford WD24 4LL, UK",51.6665,-0.3855174
89,Starbucks Coffee,"34-36 High St, Watford WD17 1ED, UK",51.6566813,-0.3982018
90,Caffè Nero,"100-102 High St, Watford WD17 2BW, UK",51.6548519,-0.3954443
91,Ocean Bells Coffee Company,"133 High St, Watford WD17 2ER, UK",51.6540435,-0.393479
92,Reason Coffee Shop & Bookstore,"Unit 3, Faircross House, 116 The Parade, Watford WD17 1BD, UK",51.659009,-0.4016206
93,Fred & Ginger Coffee,"38 High St, Kings Langley WD4 9HT, UK",51.7121721,-0.4497975
94,Costa Coffee,"19 Queen's Rd, Watford WD17 2TE, UK",51.65630849999999,-0.3949255
95,Charlie's Coffee & Company (Shop),"87 London Rd, St Albans AL1 1LN, UK",51.7486012,-0.3329733
96,Caffè Nero,"74-76 Watling St, Radlett WD7 7NP, UK",51.685107,-0.318175
97,Insomnia Coffee Company,"In primark, Watford WD17 2DQ, UK",51.6544423,-0.3940802
98,Harris + Hoole,"239-241, Lower High St, Watford WD17 2BD, UK",51.6522997,-0.3878696
99,The Rhubarb Cafe,"168 Cassiobury Dr, Watford WD17 3AJ, UK",51.66692080000001,-0.4175124
100,Caffè Nero,"74-76 Watling St, Radlett WD7 7NP, UK",51.685107,-0.318175
101,Costa Coffee,"Conway House, 120 Watling St, Radlett WD7 7AA, UK",51.6831374,-0.3173342
102,Coffee House And Deli,"Langley Parade, High St, Abbots Langley WD5 0AD, UK",51.7059258,-0.4172088
103,Viento Coffee Company,"157 St Albans Rd, Watford WD24 4BD, UK",51.6678051,-0.3980367
104,The LP Cafe,"173 The Parade, Watford WD17 1NJ, UK",51.6600692,-0.4016739
105,Harris + Hoole,"239-241, Lower High St, Watford WD17 2BD, UK",51.6522997,-0.3878696
106,Costa Coffee,"5, Colney Fields Retail Park, Barnet Rd, London Colney, St Albans AL2 1BG, UK",51.7169227,-0.2823702
107,Caffè Nero,"30-32 Market Pl, St Albans AL3 5DG, UK",51.7519314,-0.339425
108,Caffè Nero,"100-102 High St, Watford WD17 2BW, UK",51.6548519,-0.3954443
109,Costa Coffee,"Unit 2/3 - 4/5 The Maltings, St Albans AL1 3HS, United Kingdom",51.7517738,-0.338404
110,Costa Coffee,"29 St Peter's St, St Albans AL1 3DP, UK",51.7533286,-0.3382384000000001
111,Caffè Nero,"103 Shenley Road, Borehamwood WD6 1AG, United Kingdom",51.6561076,-0.2756
112,Esquires Coffee,"Watford FC Vicarage Road Stadium, Vicarage Rd, Watford WD18 0ER, United Kingdom",51.65032189999999,-0.402634
113,Coffee House And Deli,"Coffee House And Deli, 141 New Rd, Croxley Green, Rickmansworth WD3 3EN, UK",51.6483974,-0.4481831
114,Greggs,"5 The Parade, Watford WD17 1LQ, UK",51.6571157,-0.3983294
115,Common Ground Coffee House,"1 Chapel Croft, Chipperfield, Kings Langley WD4 9DT, UK",51.7069144,-0.4891721000000001
116,Starbucks Coffee,"Hemel Hempstead, UK",51.75977169999999,-0.4383068
117,Starbucks,"The Forum, University of Hertfordshire, College Ln, Hatfield AL10 9AB, United Kingdom",51.7499446,-0.2420745
118,Barista Coffee House,"5 Station Forecourt, Station Rd, London, Edgware HA8 7AW, United Kingdom",51.6136876,-0.2755772
119,Starbucks Coffee,"Bignells Corner, South Mimms, Potters Bar EN6 3QQ, UK",51.6874831,-0.221767
120,Caffè Nero,"74-76 Watling St, Radlett WD7 7NP, UK",51.685107,-0.318175
121,Costa Coffee,"Conway House, 120 Watling St, Radlett WD7 7AA, UK",51.6831374,-0.3173342
122,Costa Coffee,"5, Colney Fields Retail Park, Barnet Rd, London Colney, St Albans AL2 1BG, UK",51.7169227,-0.2823702
123,Coffee House And Deli,"Langley Parade, High St, Abbots Langley WD5 0AD, UK",51.7059258,-0.4172088
124,Viento Coffee Company,"157 St Albans Rd, Watford WD24 4BD, UK",51.6678051,-0.3980367
125,Caffè Nero,"103 Shenley Road, Borehamwood WD6 1AG, United Kingdom",51.6561076,-0.2756
126,Costa Coffee,"Unit 6E Boulevard 25 Retail Park, Borehamwood WD6 4PR, United Kingdom",51.6565271,-0.2771781
127,Caffè Nero,"30-32 Market Pl, St Albans AL3 5DG, UK",51.7519314,-0.339425
128,Costa Coffee,"Borehamwood Shopping Park, Debenhams - Unit 2, Theobald St, Borehamwood WD6 4PR, United Kingdom",51.6568852,-0.2786016000000001
129,Costa Coffee,"Unit 2/3 - 4/5 The Maltings, St Albans AL1 3HS, United Kingdom",51.7517738,-0.338404
130,Villiers Coffee House,"30A Villiers Rd, Watford WD19 4AH, UK",51.6452947,-0.3808884
131,Caffè Nero,"88 Darkes Ln, Potters Bar EN6 1AG, UK",51.6975699,-0.1917873
132,Starbucks,"The Forum, University of Hertfordshire, College Ln, Hatfield AL10 9AB, United Kingdom",51.7499446,-0.2420745
133,Harris + Hoole,"239-241, Lower High St, Watford WD17 2BD, UK",51.6522997,-0.3878696
134,Caffè Nero,"100-102 High St, Watford WD17 2BW, UK",51.6548519,-0.3954443
135,Esquires Coffee,"Watford FC Vicarage Road Stadium, Vicarage Rd, Watford WD18 0ER, United Kingdom",51.65032189999999,-0.402634
136,Coffee House And Deli,"Coffee House And Deli, 141 New Rd, Croxley Green, Rickmansworth WD3 3EN, UK",51.6483974,-0.4481831
137,PERK Coffee,"17 The Parade, Delta Gain, Carpenders Park, Watford WD19 5BL, United Kingdom",51.6278069,-0.3830088
138,Coffee Bean Ltd,"111 High St, London EN5 5XY, UK",51.6556757,-0.2033212
139,Pret A Manger,"M25 Junction, 23 Bignells Corner, London, Potters Bar EN6 3QQ, United Kingdom",51.6874815,-0.221872
140,Costa Coffee,"5, Colney Fields Retail Park, Barnet Rd, London Colney, St Albans AL2 1BG, UK",51.7169227,-0.2823702
141,Cafe In The Orchard,"Shenley Park, Radlett Ln, Shenley, Radlett WD7 9DW, UK",51.6916306,-0.2909469
142,Caffè Nero,"74-76 Watling St, Radlett WD7 7NP, UK",51.685107,-0.318175
143,Starbucks Coffee,"Borehamwood Shopping Park, Unit 12, London WD6 1AE, United Kingdom",51.65558799999999,-0.2765649
144,Caffè Nero,"103 Shenley Road, Borehamwood WD6 1AG, United Kingdom",51.6561076,-0.2756
145,Costa Coffee,"Conway House, 120 Watling St, Radlett WD7 7AA, UK",51.6831374,-0.3173342
146,Caffè Nero,"88 Darkes Ln, Potters Bar EN6 1AG, UK",51.6975699,-0.1917873
147,Costa Coffee,"Unit 6E Boulevard 25 Retail Park, Borehamwood WD6 4PR, United Kingdom",51.6565271,-0.2771781
148,Costa Coffee,"Borehamwood Shopping Park, Debenhams - Unit 2, Theobald St, Borehamwood WD6 4PR, United Kingdom",51.6568852,-0.2786016000000001
149,Costa Coffee,"57 Darkes Ln, Potters Bar EN6 1BJ, UK",51.6978382,-0.1909861
150,Starbucks,"The Forum, University of Hertfordshire, College Ln, Hatfield AL10 9AB, United Kingdom",51.7499446,-0.2420745
151,Ben & Ollie's Breakfast Bar,"185 Shenley Rd, Borehamwood WD6 1AW, UK",51.6575217,-0.2728421
152,Caffè Nero,"128 High St, Barnet EN5 5XQ, UK",51.65489239999999,-0.2015483
153,Greggs,"114 Darkes Ln, Potters Bar EN6 1AR, UK",51.6982039,-0.1912166
154,MISTR,"201 Shenley Rd, HERTFORDSHIRE, Borehamwood WD6 1AT, UK",51.6578132,-0.2720203
155,Pret A Manger,"M25 Junction, 23 Bignells Corner, London, Potters Bar EN6 3QQ, United Kingdom",51.6874815,-0.221872
156,Coffee Bean Ltd,"111 High St, London EN5 5XY, UK",51.6556757,-0.2033212
157,Caffè Nero,"30-32 Market Pl, St Albans AL3 5DG, UK",51.7519314,-0.339425
158,Oak Caffe,"1 Oakleigh Rd N, Whetstone, London N20 9HE, UK",51.6299899,-0.1743947
159,Harris + Hoole,"Tesco Extra, Oldings Corner, Great N Rd, Hatfield AL9 5JY, UK",51.7763839,-0.2206723
160,Cafe 24,"Cranborne Parade, 24, Potters Bar EN6 3BA, United Kingdom",51.70103830000001,-0.2090478
161,Starbucks Coffee,"Bignells Corner, South Mimms, Potters Bar EN6 3QQ, UK",51.6874831,-0.221767
162,Caffè Nero,"88 Darkes Ln, Potters Bar EN6 1AG, UK",51.6975699,-0.1917873
163,Costa Coffee,"57 Darkes Ln, Potters Bar EN6 1BJ, UK",51.6978382,-0.1909861
164,Greggs,"114 Darkes Ln, Potters Bar EN6 1AR, UK",51.6982039,-0.1912166
165,Pret A Manger,"M25 Junction, 23 Bignells Corner, London, Potters Bar EN6 3QQ, United Kingdom",51.6874815,-0.221872
166,Costa Coffee,"Mutton Ln, Pottersbar, Potters Bar EN6 2PB, UK",51.6938031,-0.1814965
167,Caffè Nero,"128 High St, Barnet EN5 5XQ, UK",51.65489239999999,-0.2015483
168,Costa Coffee,"5, Colney Fields Retail Park, Barnet Rd, London Colney, St Albans AL2 1BG, UK",51.7169227,-0.2823702
169,Caffè Nero,"103 Shenley Road, Borehamwood WD6 1AG, United Kingdom",51.6561076,-0.2756
170,Coffee Bean Ltd,"111 High St, London EN5 5XY, UK",51.6556757,-0.2033212
171,Costa Coffee,"28, The Spires, High St, Barnet EN5 5XY, United Kingdom",51.6554076,-0.2025212
172,Starbucks,"The Forum, University of Hertfordshire, College Ln, Hatfield AL10 9AB, United Kingdom",51.7499446,-0.2420745
173,Builders Arms,"47 Heath Rd, Potters Bar EN6 1LR, UK",51.7063711,-0.1826484
174,Caffè Nero,"74-76 Watling St, Radlett WD7 7NP, UK",51.685107,-0.318175
175,Greggs Barnet High Street,"134 High St, Barnet EN5 5XQ, UK",51.6550308,-0.2015755
176,Caffè Nero,"125, The Galleria, Comet Way, Hatfield AL10 0XR, UK",51.7612393,-0.2404848
177,Harris + Hoole,"10 Chase Side, Osidge, London N14 5PA, UK",51.63278039999999,-0.1279192
178,Costa Coffee,"Unit 28 The Spires Shopping Centre, High St, London EN5 5XY, United Kingdom",51.6555686,-0.2026435
179,Harris + Hoole,"Tesco Extra, Oldings Corner, Great N Rd, Hatfield AL9 5JY, UK",51.7763839,-0.2206723
180,Caffè Nero,"88 Darkes Ln, Potters Bar EN6 1AG, UK",51.6975699,-0.1917873
181,Costa Coffee,"57 Darkes Ln, Potters Bar EN6 1BJ, UK",51.6978382,-0.1909861
182,Coffee Breakfast Medetarian Lunch,"163 High St, Potters Bar EN6 5BB, UK",51.6974723,-0.1749908
183,Cafe One,"1 Kemble Parade, High St, Potters Bar EN6 5AP, United Kingdom",51.6942824,-0.1772302
184,Greggs,"114 Darkes Ln, Potters Bar EN6 1AR, UK",51.6982039,-0.1912166
185,The Coffee Shop,"30 Barnet Rd, Potters Bar EN6 2QU, UK",51.6911012,-0.1786163
186,Cafe 24,"Cranborne Parade, 24, Potters Bar EN6 3BA, United Kingdom",51.70103830000001,-0.2090478
187,Costa Coffee,"Mutton Ln, Pottersbar, Potters Bar EN6 2PB, UK",51.6938031,-0.1814965
188,Builders Arms,"47 Heath Rd, Potters Bar EN6 1LR, UK",51.7063711,-0.1826484
189,Oakmere Tea & Dining Room,"102 High St, Potters Bar EN6 5AT, UK",51.695518,-0.176941
190,Starbucks Coffee,"Bignells Corner, South Mimms, Potters Bar EN6 3QQ, UK",51.6874831,-0.221767
191,Pasalet Cafeteria,"126 Darkes Ln, Potters Bar EN6 1AE, UK",51.6984351,-0.1911059
192,Caffè Nero,"128 High St, Barnet EN5 5XQ, UK",51.65489239999999,-0.2015483
193,Cafe Larsa,"94 Darkes Ln, Potters Bar EN6 1AG, UK",51.6976585,-0.1916474
194,Costa Coffee,"18 Station Rd, Cuffley, Potters Bar EN6 4HT, UK",51.7077871,-0.1124089
195,Coffee Bean Ltd,"111 High St, London EN5 5XY, UK",51.6556757,-0.2033212
196,Chuggs,"1 Station Cl, Potters Bar EN6 1TL, UK",51.69756659999999,-0.1924579
197,Costa Coffee,"28, The Spires, High St, Barnet EN5 5XY, United Kingdom",51.6554076,-0.2025212
198,Starbucks {drive Thru },"M25 Motorway, Junction 23 Bignall Corner, Potters Bar EN6 3QQ, United Kingdom",51.6869034,-0.2236291
199,Pret A Manger,"M25 Junction, 23 Bignells Corner, London, Potters Bar EN6 3QQ, United Kingdom",51.6874815,-0.221872
200,Costa Coffee,"18 Station Rd, Cuffley, Potters Bar EN6 4HT, UK",51.7077871,-0.1124089
201,The Coffee Shop,"30 Barnet Rd, Potters Bar EN6 2QU, UK",51.6911012,-0.1786163
202,Caffè Nero,"88 Darkes Ln, Potters Bar EN6 1AG, UK",51.6975699,-0.1917873
203,Greggs,"114 Darkes Ln, Potters Bar EN6 1AR, UK",51.6982039,-0.1912166
204,Builders Arms,"47 Heath Rd, Potters Bar EN6 1LR, UK",51.7063711,-0.1826484
205,Costa Coffee,"Mutton Ln, Pottersbar, Potters Bar EN6 2PB, UK",51.6938031,-0.1814965
206,Harris + Hoole,"10 Chase Side, Osidge, London N14 5PA, UK",51.63278039999999,-0.1279192
207,Caffè Nero,"128 High St, Barnet EN5 5XQ, UK",51.65489239999999,-0.2015483
208,Costa Coffee,"57 Darkes Ln, Potters Bar EN6 1BJ, UK",51.6978382,-0.1909861
209,Costa Coffee,"Station Parade, 16 Cockfosters Rd, Barnet EN4 0DN, UK",51.6485761,-0.1473927
210,Costa Coffee,"28, The Spires, High St, Barnet EN5 5XY, United Kingdom",51.6554076,-0.2025212
211,Coffee Bean Ltd,"111 High St, London EN5 5XY, UK",51.6556757,-0.2033212
212,Coffee Amour,"11 High St, Waltham Cross EN8 7AA, UK",51.68273569999999,-0.0337329
213,Caffè Nero,"22 The Town, Enfield EN2 6LT, UK",51.6520204,-0.0821322
214,Costa Coffee,"8A, Brookfield Retail Park, Halfhide Ln, Cheshunt EN8 0QE, United Kingdom",51.71878599999999,-0.038837
215,Heritage Coffee & Tea Company,"7 The Broadway, London N14 6PH, UK",51.6327186,-0.1267283
216,Harris + Hoole,"Brookfield Centre, 23 The Links, Cheshunt, Waltham Cross EN8 0TA, UK",51.7174682,-0.03694269999999999
217,Greggs,"308 Baker St, Enfield EN1 3LD, UK",51.66293169999999,-0.0778373
218,Caffè Nero,"776 High Rd, North Finchley, London N12 9QH, UK",51.6156783,-0.1764853
219,Chi Chi’s Coffee & Waffle House,"604 Green Lanes, Palmers Green, London N13 5RY, UK",51.6266607,-0.0986527
220,Costa Coffee,"18 Station Rd, Cuffley, Potters Bar EN6 4HT, UK",51.7077871,-0.1124089
221,Leo’s Coffee Shop,"Platform 1, Railway Station, Cuffley, Potters Bar EN6 4HY, UK",51.70865389999999,-0.1096048
222,The Orchid Flowers & Cafe,"64 Station Rd, Cuffley, Potters Bar EN6 4HA, UK",51.70798449999999,-0.1101361
223,Costa Coffee,"Unit 7, Pavilions Shopping Centre, High St, Cheshunt, Waltham Cross EN8 7BY, United Kingdom",51.6863922,-0.0330555
224,Harris + Hoole,"Brookfield Centre, 23 The Links, Cheshunt, Waltham Cross EN8 0TA, UK",51.7174682,-0.03694269999999999
225,Caffè Nero,"22 The Town, Enfield EN2 6LT, UK",51.6520204,-0.0821322
226,Prince of Wales,"Burton Ln, Goff's Oak, Waltham Cross EN7 6SL, UK",51.7131274,-0.0750757
227,Costa Coffee,"8A, Brookfield Retail Park, Halfhide Ln, Cheshunt EN8 0QE, United Kingdom",51.71878599999999,-0.038837
228,Costa Coffee,"26 Palace Gardens, Enfield EN2 6SN, UK",51.6511697,-0.084052
229,Costa Coffee,"57 Darkes Ln, Potters Bar EN6 1BJ, UK",51.6978382,-0.1909861
230,Greggs,"53 Turners Hill, Cheshunt, Waltham Cross EN8 8NR, UK",51.7013573,-0.03471930000000001
231,Greggs,"638 Hertford Rd, Enfield EN3 5TD, UK",51.6706426,-0.0409762
232,Harris + Hoole,"10 Chase Side, Osidge, London N14 5PA, UK",51.63278039999999,-0.1279192
233,Claud W Dennis Coffee,"3 Chase Side, Osidge, London N14 5PB, UK",51.6325876,-0.1283219
234,Greggs,"308 Baker St, Enfield EN1 3LD, UK",51.66293169999999,-0.0778373
235,Greggs,"114 Darkes Ln, Potters Bar EN6 1AR, UK",51.6982039,-0.1912166
236,Starfish & Coffee,"Starfish & Coffee, 92 Aldermans Hill, Palmers Green, London N13 4PP, UK",51.6195259,-0.11416
237,Stantons Coffee House,"7 Queen Anne's Pl, Enfield EN1 2QB, UK",51.6418147,-0.0699631
238,The Yard,"Aldermans Hill, Palmers Green, London N13 4PN, UK",51.6182843,-0.1105861
239,Costa Coffee,"Unit 7 - High Street Pavilions Shopping Centre, Waltham Cross EN8 7BZ, United Kingdom",51.6866067,-0.0323686
240,Coffee Amour,"11 High St, Waltham Cross EN8 7AA, UK",51.68273569999999,-0.0337329
241,Chateau Cafe Cheshunt,"37 High Street Cheshunt, Cheshunt, Waltham Cross EN8 0BS, UK",51.7095012,-0.0363132
242,Costa Coffee,"Unit 7, Pavilions Shopping Centre, High St, Cheshunt, Waltham Cross EN8 7BY, United Kingdom",51.6863922,-0.0330555
243,Costa Coffee,"8A, Brookfield Retail Park, Halfhide Ln, Cheshunt EN8 0QE, United Kingdom",51.71878599999999,-0.038837
244,Harris + Hoole,"Brookfield Centre, 23 The Links, Cheshunt, Waltham Cross EN8 0TA, UK",51.7174682,-0.03694269999999999
245,Starbucks Coffee,"Unit 1, Brookfield Centre, Cheshunt, Waltham Cross EN8 0PZ, UK",51.7170311,-0.0369805
246,Greggs,"53 Turners Hill, Cheshunt, Waltham Cross EN8 8NR, UK",51.7013573,-0.03471930000000001
247,Zippola,"Zippola, Live to Eat, 93 Lancaster Rd, Enfield EN2 0DN, UK",51.6640874,-0.0818323
248,Costa Coffee,"18 Station Rd, Cuffley, Potters Bar EN6 4HT, UK",51.7077871,-0.1124089
249,Costa Coffee,"163 Hertford Rd, Enfield EN3 5JG, UK",51.6578744,-0.0469947
250,Greggs,"638 Hertford Rd, Enfield EN3 5TD, UK",51.6706426,-0.0409762
251,Caffè Nero,"22 The Town, Enfield EN2 6LT, UK",51.6520204,-0.0821322
252,A Coffee Affair Broxbourne,"37 High Rd, Broxbourne EN10 7HX, UK",51.74889,-0.018493
253,Greggs Waltham Cross,"117 High St, Waltham Cross EN8 7AN, UK",51.6862055,-0.0337097
254,Costa Coffee,"Unit 7 - High Street Pavilions Shopping Centre, Waltham Cross EN8 7BZ, United Kingdom",51.6866067,-0.0323686
